category,comments,descriptions,difficulty_rating,endDate,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,minivlat_time,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,desc_type,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_alttext_jaccard,desc_caption_sbert,desc_alttext_sbert,jaccard_alttext_caption,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
InflateSail / Altitude loss,"I wish some of the pictures were bigger, or more zoomed in. Some of the text was hard to read. I also wish the text box was bigger because it's really hard to type and edit in a very small box when the response I type are long.","There are a bunch of points on the graph that are going downward. The peak height was around 470km. The first half of the points are gradually declining indicating that the orbit height was decreasing over time. The last half of the points go on a more drastic decline, with the last point on 390km.",3,Thu Nov 23 2023 19:27:58 GMT-0800 (Pacific Standard Time),1700796478773,1,prolific/train-0-183840.jpg,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$4.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",7.8816,655fd05c12d38751dfa91559,18000,Little,Thu Nov 23 2023 18:58:21 GMT-0800 (Pacific Standard Time),1700794701002,29.629516666666667,InflateSail,2,second,9,60,Change in average orbit height during August 2017[11],Change in average orbit height during August 2017,299,11,8,0.4594594594594595,0.4857142857142857,0.4303464293479919,0.4490485787391662,0.0,0.9874690771102904,1,1,0,1,1,1,1,0,1,0,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,"The image depicts an x/y graph with the date going up to 2 on the y-axis. On the x-axis, the data has a large rise from 0 to 2, then has a steady minimal increase for the remaining values (4,6,8). The data is recorded with a red line.",4,Thu Nov 23 2023 22:29:40 GMT-0500 (Eastern Standard Time),1700796580523,1,prolific/train-0-28614.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.967933333333333,60120c8c6e367f23631ee600,208688,Moderate,Thu Nov 23 2023 21:54:40 GMT-0500 (Eastern Standard Time),1700794480928,34.99325,Tetration,0,first,10,55,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,234,27,22,0.3555555555555555,0.6052631578947368,0.4614259600639343,0.5937632918357849,0.0,0.4837883710861206,1,1,0,0,1,1,1,1,1,1,1,1
Nanortalik / Population,,"Bar graph in blue depicting the years 1991 through 2010 in relation to growth of a specific population. The values are as follows: 209 in 1991, 101 in 1992, 179 in 1993, 192 in 1994, 176 in 1995, 163 in 1996, 153 in 1997, 155 in 1998 and 1999, 146 in 2000, 152 in 2001, 155 in 2002, 151 in 2003, 160 in 2004, 148 in 2005, 165 in 2006, 138 in 2007, 146 in 2008, 132 in 2009, and 134 in 2010.",5,Thu Nov 23 2023 22:29:40 GMT-0500 (Eastern Standard Time),1700796580523,1,prolific/train-0-448110.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.967933333333333,60120c8c6e367f23631ee600,748284,Moderate,Thu Nov 23 2023 21:54:40 GMT-0500 (Eastern Standard Time),1700794480928,34.99325,Tiilerilaaq,1,first,10,104,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,390,14,3,0.5681818181818182,0.358974358974359,0.2452616542577743,0.1549739241600036,0.0,0.6886775493621826,1,1,0,0,1,1,1,1,1,1,1,1
Bishop Auckland / Demography,,"Bar Graph depicting percentage of population on the y-axis and age groups on the y axis. The data includes bars for 3 different populations: England and Wales, County Durham, and Bishop Auckland.",4,Thu Nov 23 2023 22:29:40 GMT-0500 (Eastern Standard Time),1700796580523,1,prolific/train-0-245143.png,True,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'Skip', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",3.967933333333333,60120c8c6e367f23631ee600,700887,Moderate,Thu Nov 23 2023 21:54:40 GMT-0500 (Eastern Standard Time),1700794480928,34.99325,Bishop Auckland,2,first,10,37,"""Population pyramid"" showing the breakdown of the Bishop Auckland's population vs Age compared with the figures for County Durham and England and Wales. Source:[9]","A bar chart comparing dividing the population into 5-year intervals, and comparing the percentage of the population of Bishop Auckland made up by each interval with the figures for England and Wales and County Durham. The graph shows that the towns population is broadly in line with that nationally, with the exception that Bishop Auckland has a much lower proportion of people aged 20 to 24 years.",195,32,71,0.6590909090909091,0.7804878048780488,0.6310552358627319,0.7503458261489868,0.0,0.796863317489624,1,1,0,0,1,1,1,1,1,1,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,This is a graph of a square root function equation,5,Thu Nov 23 2023 22:31:56 GMT-0500 (EST),1700796716416,1,prolific/train-0-28614.png,True,"English, Telugu","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",31.92428333333333,5e9c8a7c729aef1b581ee794,36836,Moderate,Thu Nov 23 2023 21:38:04 GMT-0500 (EST),1700793484549,53.86445,Tetration,0,first,9,10,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,50,27,22,0.3870967741935484,0.5357142857142857,0.5707417726516724,0.4658733606338501,0.0,0.4837883710861206,1,1,0,1,0,1,1,1,1,0,1,1
Colorado River / Discharge,,This is a graph demonstrating the discharge volumes of the Colorado River at Lee's Ferry. The discharge trend line is steadily decreasing. ,3,Thu Nov 23 2023 22:31:56 GMT-0500 (EST),1700796716416,1,prolific/train-0-208920.png,True,"English, Telugu","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",31.92428333333333,5e9c8a7c729aef1b581ee794,37491,Moderate,Thu Nov 23 2023 21:38:04 GMT-0500 (EST),1700793484549,53.86445,Colorado River,1,first,9,25,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,139,13,21,0.6216216216216216,0.5833333333333334,0.7133631706237793,0.7354605793952942,0.0,0.6898689270019531,1,1,0,1,0,1,1,1,1,0,1,1
Nanortalik / Population,,This is a bar chart demonstrating the population growth dynamics of Nanortalik. The population peaked between 2000-2006 and has been decreasing since then,2,Thu Nov 23 2023 22:31:56 GMT-0500 (EST),1700796716416,1,prolific/train-0-370954.png,True,"English, Telugu","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Japan', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",31.92428333333333,5e9c8a7c729aef1b581ee794,114439,Moderate,Thu Nov 23 2023 21:38:04 GMT-0500 (EST),1700793484549,53.86445,Ikerasaarsuk,2,first,9,24,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,154,14,3,0.6756756756756757,0.5862068965517241,0.6560918092727661,0.7262217998504639,0.0,0.6886775493621826,1,1,0,1,0,1,1,1,1,0,1,1
Rotaviral gastroenteritis / Epidemiology,,There is an increase in the seasonal variation of rotavirus A infections in a region of England during the winter times. It peaks starting mid November to late June.,1,Thu Nov 23 2023 21:32:50 GMT-0600 (Central Standard Time),1700796770307,1,prolific/train-0-205301.png,True,"English, Cantonese","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.2774,655f8b6cb4482d62ae248259,76246,Little,Thu Nov 23 2023 21:17:31 GMT-0600 (Central Standard Time),1700795851303,15.316733333333334,Rotaviral gastroenteritis,0,first,10,31,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,165,22,35,0.8333333333333334,0.75,0.907202959060669,0.4130290150642395,0.0,0.4159944057464599,1,1,0,1,1,1,1,1,1,0,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,This does not show any information regarding what data it's studying.,5,Thu Nov 23 2023 21:32:50 GMT-0600 (Central Standard Time),1700796770307,1,prolific/train-0-28614.png,False,"English, Cantonese","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.2774,655f8b6cb4482d62ae248259,274534,Little,Thu Nov 23 2023 21:17:31 GMT-0600 (Central Standard Time),1700795851303,15.316733333333334,Tetration,1,first,10,13,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,69,27,22,0.3939393939393939,0.5333333333333333,-0.0690800696611404,-0.0679222345352172,0.0,0.4837883710861206,1,1,0,1,1,1,1,1,1,0,1,1
Near-infrared window in biological tissue / Absorption properties of tissue components / Water,,The wavelength of near-infrared light is more efficiently than visible light because these penetrate tissue and can absorb less light at longer wavelengths.,5,Thu Nov 23 2023 21:32:50 GMT-0600 (Central Standard Time),1700796770307,1,prolific/train-0-201657.png,True,"English, Cantonese","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",4.2774,655f8b6cb4482d62ae248259,246985,Little,Thu Nov 23 2023 21:17:31 GMT-0600 (Central Standard Time),1700795851303,15.316733333333334,Near-infrared window in biological tissue,2,first,10,24,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,156,15,15,0.625,0.6896551724137931,0.0826929658651351,0.0968130603432655,0.0,0.9899117350578308,1,1,0,1,1,1,1,1,1,0,1,1
Colorado River / Discharge,,"The article demonstrates ""Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004"" The volume decreases overtime. There are four polls.",4,Thu Nov 23 2023 22:34:38 GMT-0500 (Eastern Standard Time),1700796878208,1,prolific/train-0-208920.png,False,"bengali, english","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",18.733116666666668,650696eb37aa4f911bfde76b,294009,Moderate,Thu Nov 23 2023 21:55:47 GMT-0500 (Eastern Standard Time),1700794547003,38.85341666666667,Colorado River,0,first,10,28,Annual Colorado River discharge volumes at Lee's Ferry between 1895 and 2004,The average annual discharge of the Colorado River has shown a slight but noticeable decreasing trend between 1895 and 2004.,156,13,21,0.868421052631579,0.7894736842105263,0.7316131591796875,0.6905565857887268,0.0,0.6898689270019531,1,1,0,1,1,1,1,1,1,0,1,1
Tetration / Inverse operations / Super-root / Other super-roots,,There is a graph of some math equation(y = x 3) and it is a positive and constant slope but it is difficult to understand as there is not much details on the x axis and the line doesn't match the points. ,4,Thu Nov 23 2023 22:34:38 GMT-0500 (Eastern Standard Time),1700796878208,1,prolific/train-0-28614.png,True,"bengali, english","{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': 'Skip', 'question8': '$50.54', 'question9': '40.51 Mbps'}",18.733116666666668,650696eb37aa4f911bfde76b,136511,Moderate,Thu Nov 23 2023 21:55:47 GMT-0500 (Eastern Standard Time),1700794547003,38.85341666666667,Tetration,1,first,10,47,"The graph
  
    
      
        y
        =
        
          
            
              x
              
                3
              
            
          
          
            s
          
        
      
    
    {\displaystyle y={\sqrt[{3}]{x}}_{s}}
  
.",A line graph that starts at the origin and quickly makes an asymptote toward 2 as the value along the x-axis increases,204,27,22,0.5135135135135135,0.6,0.5978195667266846,0.5933582186698914,0.0,0.4837883710861206,1,1,0,1,1,1,1,1,1,0,1,1
