,category,desc_type,comments,descriptions,difficulty_rating,endTime,experiment_id,image,is_data_visualization,languages,minivlat_answers,prolific_id,reaction_times,self_understanding,startDate,startTime,timeSpent,topic,trial_number,endDate,minivlat_score,num_words,caption,alttext,char_count,num_words_caption,num_words_alttext,desc_caption_jaccard,desc_caption_sbert,desc_alttext_sbert,sbert_alttext_caption,question1,question10,question11,question12,question2,question3,question4,question5,question6,question7,question8,question9
64,Cloture / United States / Procedure,first,,"Cloture voting stay low from 1917 to 1968. Then gradually increased with a few spikes in 1973-1974, 1987-1988. The highest was 140 in 2007-2008",5,1686619784041,1,prolific/train-0-76637.png,FALSE,Chinese,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",614b76b790f0bdbc64a06cee,345934,Very little,Mon Jun 12 2023 20:55:19 GMT-0400 (Eastern Daylight Time),1686617719770,34.4045166666667,Cloture,2,Mon Jun 12 2023 21:29:44 GMT-0400 (Eastern Daylight Time),12,27,"Cloture voting in the United States Senate , 1917−2014.[43]","Number of cloture motions filed, voted on, and invoked by the U.S. Senate, 1917−2014.",143,13,18,0.6097560975609760,0.6848497986793520,0.5074211955070500,0.7685588598251340,1,1,1,1,1,1,1,1,1,1,1,1
65,Near-infrared window in biological tissue / Absorption properties of tissue components / Water,first,,A line graph with Molecular extinction coefficient on the y axis and wavelength on the x axis. The blue decreasing line represents eumelanin and the red decreasing line represents pheomelanin,1,1686620847452,1,prolific/train-0-201657.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",62e3fc91bf734f6dbbc0ca15,102119,Very little,Mon Jun 12 2023 21:33:04 GMT-0400 (Eastern Daylight Time),1686619984106,14.3891,Near-infrared window in biological tissue,0,Mon Jun 12 2023 21:47:27 GMT-0400 (Eastern Daylight Time),10,31,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,191,15,15,0.6363636363636360,0.6856175661087040,0.696099042892456,0.9823436141014100,1,1,1,0,1,1,1,1,1,0,1,1
66,Nanortalik / Population,first,,This is a bar graph with the year on the x axis and the population on the y axis. The years range from 1991 to 2010.,2,1686620847452,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",62e3fc91bf734f6dbbc0ca15,107080,Very little,Mon Jun 12 2023 21:33:04 GMT-0400 (Eastern Daylight Time),1686619984106,14.3891,Ikerasaarsuk,1,Mon Jun 12 2023 21:47:27 GMT-0400 (Eastern Daylight Time),10,28,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,117,14,3,0.6216216216216220,0.36029452085495000,0.24494539201259600,0.7891201972961430,1,1,1,0,1,1,1,1,1,0,1,1
67,Nanortalik / Population,second,,This is a bar graph with the year on the x axis and the population on the y axis. The years range from 1991 to 2010. The population increases until 2000 and fluctuates until 2010,2,1686620847452,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",62e3fc91bf734f6dbbc0ca15,47135,Very little,Mon Jun 12 2023 21:33:04 GMT-0400 (Eastern Daylight Time),1686619984106,14.3891,Ikerasaarsuk,1,Mon Jun 12 2023 21:47:27 GMT-0400 (Eastern Daylight Time),10,37,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,178,14,3,0.6486486486486490,0.41912010312080400,0.30113816261291500,0.7891201972961430,1,1,1,0,1,1,1,1,1,0,1,1
68,Elections in Croatia / Parliamentary elections / Previous parliamentary elections,first,,This is a line graph with the the number of elections on the y axis and the year on the x axis. The lines on the graph vary but there are 7 lines total,5,1686620847452,1,prolific/train-0-472392.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 2', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$7.5', 'question8': '$50.54', 'question9': '40.51 Mbps'}",62e3fc91bf734f6dbbc0ca15,76998,Very little,Mon Jun 12 2023 21:33:04 GMT-0400 (Eastern Daylight Time),1686619984106,14.3891,Elections in Croatia,2,Mon Jun 12 2023 21:47:27 GMT-0400 (Eastern Daylight Time),10,35,"Croatian parliamentary election results, 1992–2016; parties winning 10 or more seats in any one election shown individually","Graph of Croatian election results, using differently-colored lines",151,19,9,0.5714285714285710,0.22918760776519800,0.5708726644515990,0.5574201345443730,1,1,1,0,1,1,1,1,1,0,1,1
69,European debt crisis / Evolution of the crisis / Portugal,first,,This graph shows the debt in percentage of GDP from 1999 to 2019 for Portugal and the Eurozone average.,2,1686620968188,1,prolific/train-0-191651.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",602bdfdfc083e33c4e571be9,48008,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,European debt crisis,0,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),11,20,Debt of Portugal compared to eurozone average since 1999,Portuguese debt compared to eurozone average,103,9,6,0.75,0.8471189141273500,0.7804189920425420,0.9214153289794920,1,1,0,1,1,1,1,1,1,1,1,1
70,Rotaviral gastroenteritis / Epidemiology,first,,Every march of each year there is a spike in rotavirus A infections in England,3,1686620968188,1,prolific/train-0-205301.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",602bdfdfc083e33c4e571be9,43969,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,Rotaviral gastroenteritis,1,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),11,15,The seasonal variation of rotavirus A infections in a region of England: rates of infection peak during the winter months.,A line graph with the months and years on the x-axis and the number of infections on the y-axis. The peaks in the line correspond to the winter months of the northern hemisphere.,78,22,35,0.8148148148148150,0.8653287887573240,0.3955221474170690,0.4052831530570980,1,1,0,1,1,1,1,1,1,1,1,1
71,Single crossing condition,first,,"There are two functions, f(x) in red and g(x) in blue they are in line form from the values x=-4 thorugh x=4",4,1686620968188,1,prolific/train-0-307125.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",602bdfdfc083e33c4e571be9,40455,Little,Mon Jun 12 2023 20:42:17 GMT-0500 (Central Daylight Time),1686620537155,7.18388333333333,Single crossing condition,2,Mon Jun 12 2023 20:49:28 GMT-0500 (Central Daylight Time),11,29,Example of two cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,Example of two normal cumulative distribution functions F(x) and G(x) which satisfy the single-crossing condition.,108,21,22,0.7352941176470590,0.40597888827323900,0.3750705122947690,0.9410582780838010,1,1,0,1,1,1,1,1,1,1,1,1
72,Near-infrared window in biological tissue / Absorption properties of tissue components / Water,first,,"A graph showing molecular coefficient. A blue line representing ""Eumelanin"" A red line representing  ""Pheomelanin""  ",3,1686621193495,1,prolific/train-0-201657.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",631bf21ed39cc585365d435b,123240,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Near-infrared window in biological tissue,0,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),8,20,Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.[5],Figure 3: Figure 3: The molar extinction coefficients of eumelanin and pheomelanin.,116,15,15,0.5757575757575760,0.568885862827301,0.5853699445724490,0.9823436141014100,1,1,0,0,1,1,1,0,1,1,0,1
73,Nanortalik / Population,first,,A graph of bars showing Nanortalik population by year. Years start from 1991 and end at 2010.,2,1686621193495,1,prolific/train-0-370954.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",631bf21ed39cc585365d435b,57205,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Ikerasaarsuk,1,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),8,19,"Nanortalik population growth dynamics, 1991-2010. Source: Statistics Greenland[12]",Nanortalik population dynamics,93,14,3,0.6756756756756760,0.6817142963409420,0.6657611131668090,0.7891201972961430,1,1,0,0,1,1,1,0,1,1,0,1
74,"Safety of electronic cigarettes / Fires, explosions, and other battery-related malfunctions",first,,A graph showing E-cigarettes fires and explosions by year. Years range from 2009 and end at 2016. A red line represents E-Cigarettes sales by million. A blue line represents Annual number of incidents that occurred during those years.,4,1686621193495,1,prolific/train-0-407025.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': '1 to 3', 'question12': 'True', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '25.3%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$43.48', 'question9': '40.51 Mbps'}",631bf21ed39cc585365d435b,160359,Moderate,Mon Jun 12 2023 18:41:00 GMT-0700 (Mountain Standard Time),1686620460161,12.2222333333333,Safety of electronic cigarettes,2,Mon Jun 12 2023 18:53:13 GMT-0700 (Mountain Standard Time),8,42,Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016.[326] There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014.[326] The USFA noted that this appears to correlate well with the e-cigarette sales trend.[326],Graphic from a July 2016 United States Fire Administration (USFA) report entitled Electronic Cigarette Fires and Explosions in the United States 2009 – 2016. There has been an increase in the number of severe and moderate injuries resulting from e-cigarette explosions and fires since 2014. The USFA noted that this appears to correlate well with the e-cigarette sales trend.,234,73,64,0.6666666666666670,0.678399384021759,0.665189266204834,0.979203999042511,1,1,0,0,1,1,1,0,1,1,0,1
75,European debt crisis contagion,first,,"The bottom axis is in 9-month increments from Jan 2010 to Oct 2016, and the left axis ranges from 0 to 25000 basis points. Greece is the country that is most easily seen due to its exceptionally high amounts of CDSs (especially around Apr 2012), while other countries' CDS rates are relatively low through the whole time span. To aid in seeing these, there in an inlay magnifying the peaks of the other countries, which all lay around the same time (Apr 2012).",2,1686621204969,1,prolific/train-0-359850.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5d5822f11da7d10001a1a82c,177278,Very Well,Mon Jun 12 2023 18:37:40 GMT-0700 (Pacific Daylight Time),1686620260759,15.7368333333333,European debt crisis contagion,0,Mon Jun 12 2023 18:53:24 GMT-0700 (Pacific Daylight Time),11,95,"Sovereign CDS showing a temporary loss of confidence in creditworthiness of certain EU countries. The left axis is in basis points; a level of 1,000 means it costs $1 million to protect $10 million of debt for five years.",Sovereign credit default swaps for EU countries in 2010-2013,460,44,9,0.6326530612244900,0.5111554265022280,0.3277563452720640,0.520787239074707,1,1,0,1,1,1,1,1,1,1,1,1
76,Normally distributed and uncorrelated does not imply independent / Examples / A symmetric example,first,,"The X and Y axes both range from -3 to 3, and the data points follow an ""X"" shape mostly within these ranges, indicating that there is not necessarily a correlation. As the data points approach 0, they become increasingly numerous, becoming indistinguishable from each other around -1.5 to 1.5 range on each axis.",2,1686621204969,1,prolific/train-0-236684.png,TRUE,English,"{'question1': 'False', 'question10': '$0.71', 'question11': 'Skip', 'question12': 'False', 'question2': 'Great Britain', 'question3': '30-40 km', 'question4': 'True', 'question5': '17.6%', 'question6': 'Shanghai', 'question7': '$6.1', 'question8': '$50.54', 'question9': '40.51 Mbps'}",5d5822f11da7d10001a1a82c,127262,Very Well,Mon Jun 12 2023 18:37:40 GMT-0700 (Pacific Daylight Time),1686620260759,15.7368333333333,Normally distributed and uncorrelated does not imply independent,1,Mon Jun 12 2023 18:53:24 GMT-0700 (Pacific Daylight Time),11,62,"Joint range of
  
    
      
        X
      
    
    {\displaystyle X}
  
 and
  
    
      
        Y
      
    
    {\displaystyle Y}
  
. Darker indicates higher value of the density function.","Two normally distributed, uncorrelated but dependent variables.",313,24,9,0.5,0.41660642623901400,0.29821377992630000,0.2453407645225530,1,1,0,1,1,1,1,1,1,1,1,1
